image_path,class_dir,class_id,genus,species,domain
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\529aabfe-3562-4075-9c64-a682f869b661.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\ed977ee0-ebe1-4702-b0fa-b6ff081fd154.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\2ebf0ae2-d3bc-4662-a8f9-767b19024410.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\e2d3b9b5-cc77-4480-b87a-e989ce457080.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\9c879a0a-9d1e-4d0d-a348-ce2cb19fa1b3.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\3f53b50a-7e42-4041-9c99-823828ce0436.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\41ed04b8-0ac3-4de2-bf5b-63c04f38cc32.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\4ce30bcd-0b35-42dc-a787-e0d7aa2072d2.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\5477ec6f-0a1d-496b-80da-e31b6054e1d2.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\256ba5ed-f625-4b6b-afa1-ff0c0f6d1547.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\5aa416ef-ee8c-409a-82bc-2d458207663d.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\48e8d50d-41cc-43cf-8db3-a559de6230d8.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\c6011cf1-2ec3-47d2-ab01-8b109bfec5fa.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\2037957b-5a74-49b4-a0fb-2f1e87c9306f.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\3be4db5f-7b11-44d1-bc32-ea0f9bd91797.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\ca742a66-6156-4d3f-bc7c-54cce63107f6.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\d91c419c-f26f-412a-84f5-2348b1e79bfc.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\a19dac9c-7d1f-4861-a914-bbd7700a1222.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\ca755297-76f9-4ede-8df3-bb586357ef40.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\d481e83f-0299-4fab-9c1c-9b103c9e2af5.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\20ae411f-3cda-49f6-b3af-43385934a281.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\aade8431-855a-48ea-b44d-6641118cd3be.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\7a8bce3d-cf66-4b21-9cfa-c06450e4a0da.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\05147a53-52c8-41fa-a671-ad615fac389b.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\641f4eb0-f060-43d0-a069-f724421edb64.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\ab33e0ad-3cd6-4c66-8b08-3878c96af895.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\1a96d709-8db8-4614-8f95-01e97095aa91.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\69a86e3f-445c-4528-8ad7-d13d080aa3ee.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\8ed9e9d1-9846-4556-ad51-d5c19cbdfe70.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\b8b42a7b-3c7d-40d4-868a-4e4165b74fef.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\67b90957-c5d3-48a8-8cc9-187fbbd03ce9.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\107bd85f-c1c6-4290-9822-b5065178ecb0.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\bb7aee7c-a41d-45e8-a6c4-e7fcd601aa83.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\23b7f697-34a1-47d3-a51f-58d11f3aaad2.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\c4e3f9b5-a5b6-45c8-bced-b392d972383c.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi\d5967ce5-7672-48c5-9c46-0fac4c29e8b8.jpg,04280_Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_grayi,4280,Turdus,grayi,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\6b2f1900-f2e8-440e-9f07-c7c82890fa4f.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b2ed44e1-1720-4af5-84ad-e8aea08e17ad.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\0ef0db96-06d3-4658-bc9b-41c0f6881670.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\4609000b-c5da-48e8-9fcc-95862e8cb3ea.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\ba377003-325e-455c-95d5-836216f481ba.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\0373efa8-262b-401b-8582-2035a6e37ffc.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\bedbf12a-b5b9-4d9b-8da4-52665ae937c4.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\db301358-6c1a-44c7-8f9d-098767be41a9.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\21edbf10-d188-4358-bbf9-a9a4b51f55d0.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b0ccbeaa-2044-446c-9641-264e2cf5c167.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\50c53124-86b1-4587-a767-83a763eda383.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\f59f8aa4-290f-468a-87fb-e4848f195394.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\42537b03-2fd9-4acc-8876-98c1b7bbb81b.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\aa4a2d28-afff-4c67-ad87-b87f066d2f7a.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\2f1a460b-a149-44c9-aba8-7208148c6d03.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\9b1cab02-aa1c-4315-b4b7-3093829ac758.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\fc601941-50b1-44b7-8b76-a170b3b878d1.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\ed523516-4dbe-4d6c-bb61-fec0e0a42f1a.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\c8938fc6-38b6-4fe6-9646-57c8fcf65232.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\465b9f11-a50e-47c8-8007-430d35f8a45f.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\879f8280-b865-4db3-8ac8-e75f6f52aaa1.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\fa0d36f2-0473-4cae-b366-edc431e793ab.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b9e3c0a4-8fe1-445f-b1e4-de490d92c03c.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\cabc4084-5f30-4220-bab0-a213738124d4.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\feda1d21-96b9-4a83-8193-83f37a526ded.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\d52136c3-8d30-4d28-a690-0b73427ff7b2.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\2f24a9e4-696e-47c3-9186-923b3a1d5531.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\44029777-8683-4c79-9f7c-48eb8cfd52fa.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\08498b1b-9ed5-4660-a170-6d25bcbe21d5.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\e1815ea3-2f30-4d5b-bb3f-0ebe513834b7.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b899fd8b-9afa-4b2d-8709-7d772e350380.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b9eabe27-900e-4a41-8d54-9e4c05acf04e.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\e53a0ebc-cbd0-46fe-a491-9d73676c618f.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\bae35e2a-3a2f-4b69-a840-4aa43b0c3474.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\cc2dc880-b728-412d-9b8e-f5231aa15468.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\bb653454-292e-4b08-94ec-c9082eceb355.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\b9083e04-96e2-40b6-96a6-415999353639.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\713f0ecb-70f9-427f-864e-1a1e53c8999b.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\2af2db5b-6368-41c7-aeaf-de9a2da98654.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\4cb3c0f6-0814-4bc1-8209-9655ba3f51ab.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\c2eb3314-7294-4d1d-bbe5-092b80eeb245.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\02f684d3-9ae5-4386-bf72-1ffea22e672f.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\ca89c8d1-4c44-47cd-b4e4-a899b82900db.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\f80f8e7d-83f4-49a2-b71e-dfd37a223a70.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\f0ef1df2-d05e-4177-9685-0d0de4a65a2f.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\d4d07cc9-a463-4605-a9b5-02cf1d6d8346.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\7dc0f763-1e1d-4f62-8308-ad14b6a70530.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\acc11829-5161-489b-a7eb-1e2fd2c2fabc.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\7cff516b-a526-4393-87e3-e8d04d0d48c7.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata\ade1c3ae-08f5-4e20-bb48-9c7e93933b63.jpg,03538_Animalia_Chordata_Aves_Columbiformes_Columbidae_Streptopelia_semitorquata,3538,Streptopelia,semitorquata,US
train_mini\03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis\802b226e-e3e4-4932-9a76-2b9b201a269d.jpg,03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis,3190,Amazonetta,brasiliensis,US
train_mini\03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis\9e133965-0198-454c-adee-4dc4631fbdfe.jpg,03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis,3190,Amazonetta,brasiliensis,US
train_mini\03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis\b251b753-bc0a-47db-b786-410a27920402.jpg,03190_Animalia_Chordata_Aves_Anseriformes_Anatidae_Amazonetta_brasiliensis,3190,Amazonetta,brasiliensis,US
