image_path,class_dir,class_id,genus,species,domain
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\37122671-e00c-449e-aa82-e6119fb778cc.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\b02381cc-fb21-4403-99d9-61d96950c32b.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\1158f5d6-3047-4c53-a6c8-496a3ff5fbbe.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\0983af0f-4765-4fa5-a96f-ae2da5c447f5.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\7e4690f8-a832-4c4b-9d89-1d69405f1680.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\9f4e8618-e0a4-4796-8b8b-68bcd901553a.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\89c3efc5-67ee-40ec-9fb3-4814a54a3480.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica\81bd3a3c-9601-4a6a-8dc7-9655bfa664dc.jpg,03477_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Limosa_lapponica,3477,Limosa,lapponica,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\9ca646db-4741-4f7c-8199-e8dff02fb600.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\d2902d47-72df-402a-9c03-e4a6e0dcf259.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\c22603a6-3cd9-4c4d-af45-61bbc705c707.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\b52b479d-c63f-44a3-81c8-f9d629b13b64.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\2289a585-f8bf-40c6-ba38-9dbdbb46fd7b.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\5a0af3e5-d4c4-481e-b2a0-96a6daaa54cf.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\7faa0957-caf6-4482-843e-0407718f2d9b.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\77984d46-50db-4663-80ed-45187d2d69d8.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\b80c0da3-d5fd-484b-bb06-6c4316f1ca2b.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\a0e0256a-9b96-4027-8993-6c22a2dd2294.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\6467cde8-e68b-41de-8b0e-fae988368c32.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\b833d6c8-4f18-4315-97b7-85df57434476.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\346f8418-1ca6-41b7-9a93-9414b17f69dc.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\83d97a00-4b11-4b22-a014-b2a5db1468ad.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\57932dbf-0804-45c6-8ca7-e609ddb3acd0.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\773be45b-1278-4677-a350-54036972a328.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\792dd471-41a0-4f46-b9de-21d765c31c5a.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\8da162a0-b431-4606-9095-4a52903aba55.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\2bfc3f07-d41c-493e-8cba-622e743883d9.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\020e81c5-3136-40a5-a01d-7ebe4664f548.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\61c28501-bd31-425d-9eed-7223a81f59f7.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\f5a1b638-c04e-4e47-b549-cc94f28c59d5.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\15b7bd74-ef5e-4849-b2c8-bb4ed0ddd832.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\6854c6d5-6858-40b9-bfa6-9e9028960eb0.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\44fc50dc-eb8c-4676-849b-87665946b698.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\2b059056-1371-46ad-92b4-c39abd7ccd9b.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\51451a7e-2ab4-4e68-b65e-22aa69db6191.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\dc3b689e-4da3-45ca-ae13-8639b8bccb54.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\3ef1b9e0-9e87-4398-907b-516381f5cb75.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\43ed994f-d3b6-4b6c-9267-75de650b4576.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\f6776421-4894-4ec6-bc63-a9009019edf0.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\cfe855b7-9279-4f13-81b7-6d3dff5759b7.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\ac9b22d2-77f1-4bc5-90de-6f1af56e3a90.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\ef604428-4a8b-4a64-82cb-a5a9f801e037.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\2318ac83-c8e1-4e3a-aaff-b2d4de515d2f.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\aefa4e0b-174f-41bf-9c5b-b3cff63573bf.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\14ec5730-1055-41d5-a0b2-9295ff598236.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\a8615623-973c-4ee6-a602-7f56a893cfe0.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\499070f5-dfc5-4656-a6f7-94a415c6d3dc.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\6fd76e9d-7982-482a-aabf-6e1cf01a49df.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\12c7b469-327a-474b-b0ef-5ed7b3bafea3.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\bbd45bb1-81ca-437e-8406-98f8aef797f4.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\6e3021d2-e6a6-4b37-a285-31d8c1f00cf8.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\23904d30-df5e-4733-955f-ae7d799b3cc6.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\2dcd26d8-3a77-407b-a230-ade769a45047.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\9f3a6ec9-911e-43b3-b858-de6b2d9352c3.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\b361d061-4e5a-4cfd-a8bd-b5dc1dc21f2e.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\1207468a-f1f6-4a3e-9c3d-b60b1a432e0d.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\ea0109e8-5566-4260-b2a8-73f9d1f68d8d.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata\436de220-109d-4c17-a7f3-cbbe9f3f11e0.jpg,03661_Animalia_Chordata_Aves_Gruiformes_Rallidae_Gallinula_galeata,3661,Gallinula,galeata,EU
train_mini\03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo\c7437e2f-82a4-4b44-8977-e580d8355922.jpg,03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo,3647,Anthropoides,virgo,EU
train_mini\03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo\f1b7a515-ac2a-4747-aaeb-0a0df82b1b95.jpg,03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo,3647,Anthropoides,virgo,EU
train_mini\03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo\82807fee-dadf-4fe7-acc5-403f75605da5.jpg,03647_Animalia_Chordata_Aves_Gruiformes_Gruidae_Anthropoides_virgo,3647,Anthropoides,virgo,EU
